item_id,stem,option_a,fb_a,option_b,fb_b,option_c,fb_c,option_d,fb_d,correct,rationale,rationale_img,subject,topic,difficulty,marks,instant_id,timed_id
RN_MED-S2-39,"What is the most likely cause of a sudden, severe chest pain with tearing sensation and unequal pulses?",Aortic dissection,"Correct — The aortic wall tears, causing intense pain and pulse deficits.",Acute coronary syndrome,Incorrect — Pain is pressure-like and radiates to arm or jaw.,Pericarditis,Incorrect — Pain is sharp and relieved by leaning forward.,Tension pneumothorax,Incorrect — Causes respiratory distress but not pulse asymmetry.,A,"Rationale: Aortic dissection occurs when a tear develops in the inner layer of the aorta. Blood flows between layers, separating them and reducing blood supply to organs. The classic signs are sudden tearing chest pain and unequal peripheral pulses.",,Medical Nursing,Cardiovascular:Aortic Disorders,Hard,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-40,What is the drug of choice for treating status asthmaticus?,Antihistamines,Incorrect — Not useful for acute bronchospasm.,Nebulized salbutamol and steroids,Correct — Salbutamol rapidly reverses bronchospasm; steroids reduce inflammation.,Oxygen alone,Incorrect — Supportive but not definitive therapy.,NSAIDs,Incorrect — May worsen bronchospasm.,B,"Rationale: Status asthmaticus is a severe asthma attack unresponsive to usual inhalers. Nebulized β₂-agonists like salbutamol open airways quickly, while corticosteroids reduce airway inflammation to restore breathing.",,Medical Nursing,Respiratory:Asthma Management,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-41,A patient with long-standing diabetes reports poor vision. What condition is most likely?,Glaucoma,"Incorrect — Glaucoma causes peripheral vision loss due to high intraocular pressure, not diabetes directly.",Cataract,"Incorrect — Cataract causes lens opacity, not specific to diabetes alone.",Diabetic retinopathy,"Correct — Chronic high glucose damages retinal blood vessels, leading to ischemia and vision loss.",Retinal detachment,Incorrect — Can occur secondarily but not the initial diabetic change.,C,"Rationale: Diabetic retinopathy is a microvascular complication of diabetes. High blood sugar damages tiny retinal vessels, causing bleeding, exudates, and eventual blindness if untreated. Early screening and glucose control prevent progression.",,Medical Nursing,Endocrinology:Ophthalmology:Diabetic Retinopathy,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-42,The most effective way to prevent nosocomial infections is:,Wearing masks,Incorrect — Masks help in specific situations but not universally.,Wearing gloves,Incorrect — Gloves protect hands but are not the most effective prevention method.,Hand hygiene,Correct — Regular handwashing or sanitizing removes pathogens before transmission.,Isolation of all patients,"Incorrect — Used selectively, not for all.",C,Rationale: Hand hygiene is the single most important infection control measure. Proper handwashing before and after patient contact removes microorganisms and significantly reduces hospital-acquired infections.,,Medical Nursing,Infection Control:Standard Precautions,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-43,Which condition is associated with Kayser–Fleischer rings?,Wilson’s disease,Correct — Copper accumulation in Descemet’s membrane of the cornea causes these brown rings.,Hemochromatosis,"Incorrect — Involves iron overload, not copper.",Liver cirrhosis,Incorrect — A complication but not the direct cause of these rings.,Acromegaly,"Incorrect — Caused by excess growth hormone, unrelated to copper.",A,"Rationale: Kayser–Fleischer rings are brownish corneal deposits of copper seen in Wilson’s disease. They result from genetic failure to excrete copper, leading to liver and neurological symptoms.",,Medical Nursing,Hepatic:Neurology:Wilson’s Disease,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-44,Which diagnostic test confirms HIV infection?,ELISA alone,Incorrect — ELISA is sensitive but requires confirmation.,Western blot following ELISA,Correct — Western blot specifically confirms HIV antibodies after a positive screening test.,CD4 count,"Incorrect — Measures immune status, not diagnosis.",PCR,"Incorrect — Detects viral load, used after confirmation.",B,"Rationale: HIV diagnosis begins with a screening ELISA test to detect antibodies. A positive result must be confirmed with a Western blot, which identifies HIV-specific proteins, ensuring diagnostic accuracy.",,Medical Nursing,Infectious Disease:HIV Testing,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-45,What is the main cause of death in acute myocardial infarction?,Hypotension,Incorrect — Common but not the main fatal event.,Bradycardia,Incorrect — May occur but usually manageable.,Ventricular fibrillation,Correct — Disorganized cardiac rhythm that causes sudden cardiac arrest.,Atrial fibrillation,"Incorrect — Less fatal, slower rhythm disturbance.",C,"Rationale: Myocardial infarction results from blocked coronary blood flow. The damaged myocardium can trigger ventricular fibrillation — a chaotic, ineffective rhythm that leads rapidly to cardiac arrest and death without immediate defibrillation.",,Medical Nursing,Cardiovascular:Myocardial Infarction,Hard,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-46,The most appropriate intervention for a hypoglycemic unconscious patient is:,Orange juice,Incorrect — Only for conscious patients able to swallow safely.,IV dextrose,Correct — Immediate IV 50% dextrose raises blood glucose and prevents brain injury.,Insulin,Incorrect — Would worsen hypoglycemia.,Diet counseling,Incorrect — Not appropriate during an emergency.,B,"Rationale: Hypoglycemia deprives the brain of glucose, leading to unconsciousness. In an emergency, IV dextrose rapidly restores glucose levels, while oral intake is unsafe due to aspiration risk.",,Medical Nursing,Endocrinology:Emergency:Hypoglycemia Management,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-47,Which electrolyte imbalance increases risk of digitalis toxicity?,Hypercalcemia,Incorrect — May worsen arrhythmias but not main trigger.,Hypokalemia,"Correct — Low potassium enhances digoxin binding to myocardial receptors, intensifying its effects.",Hyponatremia,"Incorrect — Affects fluid balance, not digoxin binding.",Hypophosphatemia,Incorrect — Unrelated to cardiac glycoside toxicity.,B,"Rationale: Digoxin competes with potassium for binding on heart muscle. When potassium is low, digoxin binds excessively, increasing risk of dangerous arrhythmias — hence potassium levels must be monitored.",,Medical Nursing,Pharmacology:Cardiology:Digitalis Therapy,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-48,"In a patient with meningitis, the classic triad includes:","Seizures, fever, cough",Incorrect — Cough is not typical of meningitis.,"Fever, neck stiffness, altered consciousness",Correct — These result from meningeal irritation and inflammation.,"Nausea, vomiting, rash",Incorrect — May occur but not diagnostic.,"Headache, cyanosis, blurred vision",Incorrect — Non-specific findings.,B,"Rationale: Meningitis is inflammation of the meninges caused by infection. The hallmark triad — fever, nuchal rigidity, and confusion — results from irritation of the brain coverings. Prompt antibiotic therapy is lifesaving.",,Medical Nursing,Neurology:Infectious:Meningitis,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-49,A nurse giving isoniazid should monitor for:,Renal failure,"Incorrect — Isoniazid mainly affects liver, not kidneys.",Hepatotoxicity and neuropathy,Correct — INH can damage liver cells and cause peripheral nerve inflammation.,Vision loss,"Incorrect — Caused by ethambutol, not INH.",Heart block,Incorrect — Unrelated to INH.,B,"Rationale: Isoniazid is a first-line antituberculosis drug. It can cause liver toxicity and vitamin B₆ (pyridoxine) deficiency, leading to peripheral neuropathy. Monitoring liver enzymes and giving pyridoxine prevents complications.",,Medical Nursing,Pharmacology:Antitubercular Therapy,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-50,What is the most appropriate nursing action after a seizure?,Restrain the patient,Incorrect — Restraining may cause injury.,Insert oral airway,Incorrect — Should not insert anything into the mouth after a seizure.,Turn the patient on the side,Correct — Side-lying position prevents aspiration and keeps airway open.,Give oral fluids,Incorrect — Patient may not be conscious enough to swallow safely.,C,"Rationale: After a seizure, the patient is often drowsy and unable to protect their airway. Placing them on their side allows secretions to drain and prevents aspiration — the key immediate nursing intervention.",,Medical Nursing,Neurology:Nursing Care:Post:Seizure Management,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-51,An ECG shows peaked T waves. This is most associated with:,Hypokalemia,"Incorrect — Low potassium causes flattened T waves and U waves, not peaked ones.",Hyperkalemia,"Correct — High serum potassium levels cause tall, peaked T waves due to faster repolarization.",Hypocalcemia,"Incorrect — Affects QT interval, not T wave shape.",Hypernatremia,"Incorrect — Alters mental status and hydration, not ECG directly.",B,"Rationale: Hyperkalemia is an elevated potassium level in the blood. It affects cardiac conduction, producing tall, narrow T waves on ECG and risking arrhythmias if untreated. Prompt management with calcium gluconate or insulin-glucose is vital.",,Medical Nursing,Electrolytes:Cardiology:Hyperkalemia,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-52,The most effective treatment for anaphylaxis is:,Intramuscular epinephrine,Correct — Epinephrine quickly reverses airway swelling and hypotension by stimulating alpha and beta receptors.,IV fluids,Incorrect — Used as supportive therapy after epinephrine.,Steroids,"Incorrect — Helpful for late-phase reactions, not immediate rescue.",Antihistamines,"Incorrect — Relieve mild allergic symptoms, not life-threatening anaphylaxis.",A,"Rationale: Anaphylaxis is a severe, life-threatening allergic reaction causing airway obstruction and circulatory collapse. IM epinephrine is the first-line lifesaving treatment, as it restores blood pressure and opens constricted airways.",,Medical Nursing,Emergency:Allergy:Anaphylaxis,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-53,What is a characteristic sign of left-sided heart failure?,Ascites,Incorrect — Occurs in right-sided heart failure.,Pulmonary congestion,Correct — Left ventricular failure leads to blood backing up into the lungs.,Pedal edema,Incorrect — Sign of right-sided failure.,Hepatomegaly,Incorrect — Caused by venous congestion from right heart failure.,B,"Rationale: Left-sided heart failure occurs when the left ventricle cannot pump effectively, causing blood to accumulate in pulmonary vessels. This results in dyspnea, orthopnea, and crackles — hallmark features of pulmonary congestion.",,Medical Nursing,Cardiovascular:Heart Failure,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-54,The best diet for a patient with hepatic encephalopathy includes:,Low-protein,"Correct — Restricting protein reduces ammonia production, which worsens brain dysfunction.",High-fiber,Incorrect — Fiber has no effect on ammonia levels.,High-carbohydrate,Incorrect — Carbs provide energy but do not treat encephalopathy.,High-protein,"Incorrect — Increases ammonia levels, worsening the condition.",A,"Rationale: Hepatic encephalopathy results from accumulation of ammonia due to liver failure. Protein restriction limits ammonia generation from protein metabolism, while medications like lactulose help remove it.",,Medical Nursing,Hepatic:Hepatic Encephalopathy,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-55,A major complication of anticoagulant therapy is:,Clot formation,"Incorrect — Anticoagulants prevent, not cause, clotting.",Hemorrhage,"Correct — Excessive anticoagulation can lead to bleeding in skin, GI tract, or brain.",Bradycardia,Incorrect — Unrelated to coagulation.,Tachypnea,Incorrect — Not a common side effect.,B,"Rationale: Anticoagulants inhibit clot formation, but overdosing or drug interactions can cause severe bleeding. Monitoring INR (for warfarin) or aPTT (for heparin) ensures therapeutic but safe levels.",,Medical Nursing,Pharmacology:Anticoagulant Therapy,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-56,What is a key nursing assessment before administering digoxin?,Blood pressure,Incorrect — Blood pressure is not the main determinant for giving digoxin.,Blood sugar,Incorrect — Not related to digoxin therapy.,Apical pulse,"Correct — Digoxin slows heart rate; if pulse is below 60 bpm, hold the dose.",Temperature,Incorrect — Unrelated to digitalis administration.,C,Rationale: Digoxin enhances cardiac contractility but slows conduction through the AV node. Checking the apical pulse ensures safety; bradycardia indicates potential toxicity or overdose risk.,,Medical Nursing,Cardiovascular:Cardiac Glycosides,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-57,What symptom is common in patients with anemia?,Polyuria,"Incorrect — Associated with diabetes, not anemia.",Fatigue,Correct — Caused by reduced oxygen-carrying capacity of blood.,Rash,"Incorrect — May indicate allergy or infection, not anemia.",Constipation,Incorrect — Unrelated to oxygen deficiency.,B,"Rationale: Anemia is a reduction in red blood cells or hemoglobin, leading to decreased oxygen delivery. The brain and muscles receive less oxygen, causing fatigue, pallor, dizziness, and shortness of breath.",,Medical Nursing,Hematology:Anemia,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-58,What hormone is responsible for sodium retention in Cushing’s syndrome?,ACTH,Incorrect — Stimulates cortisol release but not sodium retention directly.,Insulin,"Incorrect — Regulates glucose, not sodium balance.",Cortisol,"Correct — Acts like aldosterone, causing sodium and water retention with potassium loss.",Renin,"Incorrect — Part of kidney RAAS, not the main cause in Cushing’s.",C,"Rationale: Cushing’s syndrome results from excessive cortisol production. Cortisol enhances sodium and water reabsorption and increases blood pressure, mimicking aldosterone’s effects while promoting potassium excretion.",,Medical Nursing,Endocrinology:Cushing’s Syndrome,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-59,Which of the following is an indication for hemodialysis?,Severe hyperkalemia,Correct — Dialysis rapidly removes excess potassium when other measures fail.,Hypertension,Incorrect — Usually managed with drugs before dialysis.,Edema,Incorrect — Treatable by diuretics unless renal failure is advanced.,Hypoglycemia,Incorrect — Not treated with dialysis.,A,"Rationale: Hemodialysis is a life-saving procedure that filters toxins and electrolytes from blood when kidneys fail. Severe hyperkalemia poses immediate cardiac danger, making urgent dialysis necessary to restore balance.",,Medical Nursing,Renal:Dialysis Indications,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-60,A client with liver cirrhosis develops confusion. What is the most likely cause?,Dehydration,Incorrect — Can cause confusion but less likely in cirrhosis.,Hyponatremia,Incorrect — May contribute but not primary cause.,Hepatic encephalopathy,Correct — Accumulated ammonia from poor liver detoxification affects brain function.,GI bleed,Incorrect — May precipitate encephalopathy but not the direct cause of confusion.,C,"Rationale: In liver cirrhosis, toxins like ammonia build up in the bloodstream because the liver cannot metabolize them. Ammonia crosses into the brain, causing confusion, lethargy, and coma — classic hepatic encephalopathy.",,Medical Nursing,Hepatic:Liver Failure Complications,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-61,What is the most common opportunistic infection in HIV/AIDS patients?,Candidiasis,Incorrect — Oral thrush is common but not the most frequent AIDS-defining pneumonia.,Histoplasmosis,"Incorrect — Occurs mainly in endemic areas, less common overall.",Pneumocystis jirovecii pneumonia,Correct — PCP is the classic opportunistic infection seen in early AIDS.,Tuberculosis,Incorrect — Common globally but not specific to AIDS stage.,C,Rationale: Pneumocystis jirovecii pneumonia (PCP) is an opportunistic fungal infection that causes severe hypoxia and dry cough in immunocompromised HIV patients. It often marks progression to AIDS and requires prophylaxis with cotrimoxazole.,,Medical Nursing,Infectious Disease:Opportunistic Infections in HIV,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-62,Which of these findings suggests Addison’s disease?,Hyperpigmentation and low blood pressure,Correct — Due to low cortisol and aldosterone from adrenal insufficiency.,Moon face and weight gain,"Incorrect — Features of Cushing’s syndrome, not Addison’s.",Bradycardia and tremor,Incorrect — Suggest thyroid disease.,Hypertension and hypernatremia,Incorrect — Opposite findings; Addison’s causes low BP and low sodium.,A,"Rationale: Addison’s disease is primary adrenal insufficiency where cortisol and aldosterone production are reduced. Lack of aldosterone causes sodium loss and hypotension, while high ACTH stimulates melanin, producing skin hyperpigmentation.",,Medical Nursing,Endocrinology:Adrenal Disorders,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-63,A key nursing action when caring for a client with tuberculosis is:,Use contact precautions,"Incorrect — TB spreads by airborne droplets, not direct contact.",Place patient in negative pressure room,Correct — Negative pressure prevents airborne pathogens from escaping.,Administer broad-spectrum antibiotics,Incorrect — TB requires specific anti-TB drugs.,Provide oxygen therapy,Incorrect — Supportive only; not infection control.,B,"Rationale: Tuberculosis spreads through airborne particles. Isolating patients in a negative-pressure room ensures air flows inward but not outward, preventing transmission to staff and others.",,Medical Nursing,Infection Control:Tuberculosis Precautions,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-64,What hormone imbalance leads to acromegaly?,Low cortisol,"Incorrect — Causes adrenal insufficiency, not acromegaly.",Excess growth hormone,Correct — Usually due to pituitary adenoma secreting too much GH.,Low thyroid hormone,"Incorrect — Produces myxedema, not tissue overgrowth.",Excess prolactin,"Incorrect — Leads to galactorrhea, not acromegaly.",B,"Rationale: Acromegaly is a chronic condition caused by overproduction of growth hormone in adults. Excess GH stimulates bone and soft-tissue growth, resulting in enlarged hands, feet, and facial features, often from a pituitary tumor.",,Medical Nursing,Endocrinology:Pituitary Disorders,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-65,Which lab value indicates poor diabetic control?,Random glucose 7.0 mmol/L,Incorrect — Within normal post-meal range.,HbA1c 9%,Correct — Reflects persistently elevated blood glucose over past 2–3 months.,Fasting glucose 5.5 mmol/L,Incorrect — Normal.,HbA1c 5.8%,Incorrect — Indicates good control.,B,"Rationale: HbA1c measures average blood glucose by assessing glycated hemoglobin. A result above 7% shows poor long-term glycemic control, increasing the risk of microvascular complications like neuropathy and nephropathy.",,Medical Nursing,Endocrinology:Diabetes Monitoring,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-66,What’s a typical sign of right-sided heart failure?,Crackles,Incorrect — Caused by pulmonary congestion from left-sided failure.,Peripheral edema,Correct — Venous congestion causes swelling of legs and ankles.,Orthopnea,Incorrect — Related to left-sided failure.,S3 gallop,Incorrect — Suggests ventricular dysfunction but not specific to right side.,B,"Rationale: Right-sided heart failure occurs when the right ventricle fails to pump blood effectively into the lungs. Blood backs up into systemic veins, leading to peripheral edema, ascites, and jugular-vein distension.",,Medical Nursing,Cardiovascular:Heart Failure,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-67,The gold standard test for pulmonary embolism is:,Chest X-ray,Incorrect — Often normal in PE.,CT pulmonary angiography,Correct — Visualizes clots in pulmonary arteries directly.,ECG,Incorrect — May show right-heart strain but not diagnostic.,D-dimer,Incorrect — A screening test that lacks specificity.,B,"Rationale: Pulmonary embolism occurs when a blood clot blocks pulmonary arteries. CT pulmonary angiography provides direct visualization of the embolus, making it the diagnostic gold standard for confirmation.",,Medical Nursing,Respiratory:Pulmonary Embolism Diagnosis,Hard,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-68,Which vitamin deficiency is common in chronic alcoholics?,Vitamin D,Incorrect — Alcoholism mainly affects B-vitamins.,Thiamine (B1),"Correct — Alcohol impairs thiamine absorption, leading to Wernicke’s and Korsakoff syndromes.",Vitamin A,"Incorrect — Causes vision problems, not neurologic signs.",Folic acid,Incorrect — Also low in alcoholics but not the most critical.,B,"Rationale: Thiamine (vitamin B1) is essential for brain metabolism. Chronic alcohol use depletes stores and reduces absorption, causing Wernicke’s encephalopathy (confusion, ataxia, eye signs) and, if untreated, Korsakoff’s amnesia.",,Medical Nursing,Nutrition:Neurology:Vitamin Deficiencies,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-69,The earliest sign of diabetic nephropathy is:,Elevated BUN,Incorrect — Rises later in disease.,Microalbuminuria,Correct — Small amounts of albumin in urine indicate early kidney damage.,Hypertension,Incorrect — Common but not the earliest indicator.,Elevated creatinine,Incorrect — Appears after significant renal loss.,B,"Rationale: Diabetic nephropathy results from glomerular damage caused by chronic hyperglycemia. Detecting microalbumin in urine helps identify kidney involvement early, allowing timely treatment to prevent progression.",,Medical Nursing,Endocrinology:Renal:Diabetic Nephropathy,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-70,Which of the following is a modifiable risk factor for stroke?,Hypertension,Correct — Control of high blood pressure greatly reduces stroke incidence.,Age,Incorrect — Non-modifiable.,Family history,"Incorrect — Genetic factor, cannot be changed.",Race,Incorrect — Non-modifiable demographic factor.,A,Rationale: Hypertension is the leading preventable cause of stroke. Persistent high pressure damages cerebral vessels and promotes clot formation. Lifestyle modification and antihypertensive therapy are key preventive strategies.,,Medical Nursing,Neurology:Cerebrovascular Risk Factors,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-71,What is a classic presentation of systemic lupus erythematosus?,Weight gain and skin tags,Incorrect — These are unrelated to autoimmune disease.,Malar (butterfly) rash and joint pain,Correct — Characteristic facial rash and arthralgia are hallmarks of SLE.,Petechiae and bleeding gums,Incorrect — Suggest thrombocytopenia or scurvy.,Diarrhea and sweating,Incorrect — Nonspecific symptoms not linked to lupus.,B,"Rationale: Systemic lupus erythematosus (SLE) is a chronic autoimmune disease where the immune system attacks multiple organs. Typical signs include a butterfly-shaped rash across the cheeks, joint pain, and fatigue. It often affects young women and fluctuates between flares and remissions.",,Medical Nursing,Autoimmune:Systemic Lupus Erythematosus,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-72,The most effective initial treatment in hypovolemic shock is:,Isotonic fluid resuscitation,Correct — Fluids like normal saline restore circulating volume quickly.,Diuretics,Incorrect — These worsen volume loss.,Dopamine,Incorrect — Used later if perfusion remains poor after fluids.,Vasopressin,Incorrect — A vasoconstrictor used in refractory shock.,A,"Rationale: Hypovolemic shock results from severe fluid or blood loss. The first-line treatment is rapid infusion of isotonic crystalloids (normal saline or Ringer’s lactate) to restore preload, cardiac output, and tissue perfusion before any vasopressors are used.",,Medical Nursing,Emergency:Cardiovascular:Shock Management,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-73,What is a side effect of long-term corticosteroid therapy?,Bradycardia,Incorrect — Not a recognized effect.,Osteoporosis,Correct — Chronic steroid use decreases calcium absorption and bone formation.,Hypoglycemia,"Incorrect — Steroids cause hyperglycemia, not low sugar.",Anemia,Incorrect — Steroids may raise hemoglobin slightly.,B,"Rationale: Long-term corticosteroid therapy mimics high cortisol levels, causing protein breakdown, decreased bone density, muscle wasting, and immunosuppression. Calcium and vitamin D supplementation help prevent steroid-induced osteoporosis.",,Medical Nursing,Pharmacology:Corticosteroids,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-74,"A patient presents with polyuria, polydipsia, and polyphagia. What is the most likely diagnosis?",Diabetes insipidus,Incorrect — Causes polyuria and polydipsia but not polyphagia.,Diabetes mellitus,Correct — Insulin deficiency leads to high blood sugar causing the classic “three Ps.”,Hyperthyroidism,"Incorrect — Causes weight loss and tremor, not polyuria.",Addison’s disease,"Incorrect — Leads to fatigue and weight loss, not increased appetite.",B,"Rationale: Diabetes mellitus is a metabolic disorder characterized by insufficient insulin or insulin resistance. High glucose levels cause osmotic diuresis (polyuria), dehydration (polydipsia), and cellular starvation (polyphagia).",,Medical Nursing,Endocrinology:Diabetes Mellitus,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-75,The most specific cardiac enzyme for diagnosing myocardial infarction is:,CK-MB,Incorrect — Rises early but normalizes within 2 days; less specific.,Troponin I or T,Correct — Highly specific to cardiac muscle injury and remains elevated for up to 10 days.,Myoglobin,Incorrect — Rises fast but lacks specificity.,LDH,Incorrect — Nonspecific and outdated test.,B,"Rationale: Troponins are structural proteins released when heart muscle is damaged. Elevated levels confirm myocardial infarction even with minor heart injury, making them the diagnostic gold standard.",,Medical Nursing,Cardiovascular:Myocardial Infarction Diagnosis,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-76,"In Guillain–Barré syndrome, the primary concern is:",Respiratory failure,"Correct — Ascending paralysis can reach respiratory muscles, threatening ventilation.",Muscle cramps,Incorrect — Not the main danger.,Diarrhea,Incorrect — May precede but not define the condition.,Rash,Incorrect — Unrelated to this neurologic disorder.,A,"Rationale: Guillain–Barré syndrome is an acute autoimmune polyneuropathy causing ascending paralysis. The most serious complication is respiratory muscle weakness, requiring close monitoring and possible mechanical ventilation.",,Medical Nursing,Neurology:Guillain–Barré Syndrome,Hard,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-77,What drug is used to reverse opioid overdose?,Flumazenil,"Incorrect — Reverses benzodiazepines, not opioids.",Naloxone,Correct — Competitive opioid receptor antagonist that rapidly reverses respiratory depression.,Epinephrine,"Incorrect — Used in anaphylaxis, not overdose.",Protamine sulfate,"Incorrect — Reverses heparin, not opioids.",B,"Rationale: Naloxone (Narcan) binds to opioid receptors without activating them, displacing opioids like morphine or heroin. It restores normal breathing within minutes, making it life-saving in overdose emergencies.",,Medical Nursing,Emergency:Pharmacology:Opioid Overdose,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-78,Which electrolyte imbalance causes muscle cramps and tetany?,Hypernatremia,"Incorrect — Causes dehydration symptoms, not tetany.",Hyperkalemia,"Incorrect — Leads to muscle weakness, not cramps.",Hypocalcemia,Correct — Low calcium increases neuromuscular excitability causing spasms and tetany.,Hyperphosphatemia,Incorrect — May accompany hypocalcemia but not the direct cause.,C,"Rationale: Calcium stabilizes nerve and muscle membranes. When calcium levels drop, neurons fire excessively, producing muscle cramps, spasms, and positive Chvostek and Trousseau signs — classic features of hypocalcemia.",,Medical Nursing,Electrolytes:Calcium Imbalance,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-79,What is a clinical feature of peripheral arterial disease?,Warm extremities,Incorrect — Affected limbs are cool due to poor circulation.,Intermittent claudication,Correct — Pain in legs during walking relieved by rest.,Edema,Incorrect — More typical of venous disease.,Bounding pulses,"Incorrect — Pulses are diminished, not strong.",B,Rationale: Peripheral arterial disease occurs from atherosclerotic narrowing of leg arteries. Decreased blood flow causes cramping pain on exertion (intermittent claudication) and diminished peripheral pulses.,,Medical Nursing,Cardiovascular:Peripheral Vascular Disorders,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-80,"In rheumatoid arthritis, the primary pathology involves:",Tendons,Incorrect — Tendons may be affected secondarily.,Cartilage erosion,Incorrect — Occurs later after synovial damage.,Synovial membrane inflammation,"Correct — Autoimmune attack inflames synovium, leading to pannus formation and joint destruction.",Bone infection,"Incorrect — Seen in osteomyelitis, not RA.",C,"Rationale: Rheumatoid arthritis is an autoimmune disease causing chronic inflammation of the synovial membrane. The inflamed tissue (pannus) erodes cartilage and bone, leading to pain, swelling, and joint deformities.",,Medical Nursing,Musculoskeletal:Rheumatoid Arthritis,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-81,A patient with cirrhosis is at risk for bleeding due to:,Low calcium,Incorrect — Calcium levels do not directly affect clotting factor synthesis.,Hyperkalemia,"Incorrect — Elevated potassium affects cardiac rhythm, not bleeding.",Iron deficiency,Incorrect — Causes anemia but not coagulation failure.,Decreased clotting factor production,Correct — The damaged liver cannot synthesize key clotting proteins.,D,"Rationale: The liver produces most clotting factors such as fibrinogen, prothrombin, and factors V, VII, IX, and X. In cirrhosis, liver cell damage reduces their synthesis, causing prolonged bleeding and easy bruising.",,Medical Nursing,Hepatic:Cirrhosis Complications,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-82,What is the most common symptom of hyperthyroidism?,Cold intolerance,"Incorrect — Seen in hypothyroidism, not hyperthyroidism.",Heat intolerance and weight loss,Correct — Increased metabolism causes excessive heat production and catabolism.,Constipation,"Incorrect — Hyperthyroidism causes diarrhea, not constipation.",Bradycardia,"Incorrect — Tachycardia is typical, not slow pulse.",B,"Rationale: Hyperthyroidism results from overproduction of thyroid hormones (T3 and T4), which accelerate metabolism. This leads to weight loss despite increased appetite, heat intolerance, palpitations, and nervousness.",,Medical Nursing,Endocrinology:Thyroid Disorders,Easy,1,RN_MED-F-I2,RN_MED-F-T2
RN_MED-S2-83,What is a clinical sign of hypocalcemia?,Chvostek’s sign,Correct — Facial twitching when tapping the facial nerve indicates neuromuscular excitability.,Cullen’s sign,Incorrect — Suggests internal bleeding around the umbilicus.,McBurney’s sign,Incorrect — Indicates appendicitis.,Homan’s sign,"Incorrect — Suggests deep vein thrombosis, not calcium imbalance.",A,"Rationale: Calcium stabilizes nerve and muscle membranes. Low calcium levels increase excitability, leading to tetany. Chvostek’s sign and Trousseau’s sign are classic findings of hypocalcemia.",,Medical Nursing,Electrolytes:Calcium Imbalance,Moderate,1,RN_MED-F-I2,RN_MED-F-T2
